date,temperature,demand
2019-01-07 09:00:00,-4.7775,15158
2019-01-07 10:00:00,-5.1275,15498
2019-01-07 11:00:00,-5.3775,16546
2019-01-07 12:00:00,-3.9775,18377
2019-01-07 13:00:00,-3.9275,19652
2019-01-07 14:00:00,-3.2275,19968
2019-01-07 15:00:00,-2.4275,20120
2019-01-07 16:00:00,-1.6775,20188
2019-01-07 17:00:00,-1.0275,20106
2019-01-07 18:00:00,-0.2775,19962
2019-01-07 19:00:00,0.1725,19986
2019-01-07 20:00:00,-0.027500004,20061
2019-01-07 21:00:00,-0.0775,20406
2019-01-07 22:00:00,-1.2774999,21196
2019-01-07 23:00:00,-0.52750003,21993
2019-01-08 00:00:00,-0.6775,21814
2019-01-08 01:00:00,-0.8775,21380
2019-01-08 02:00:00,-0.82750005,20622
2019-01-08 03:00:00,-0.77750003,19642
2019-01-08 04:00:00,-0.0775,18291
2019-01-08 05:00:00,0.6225,16982
2019-01-08 06:00:00,0.5725,16011
2019-01-08 07:00:00,0.8725,15447
2019-01-08 08:00:00,2.1225,15131
2019-01-08 09:00:00,3.0725,14999
2019-01-08 10:00:00,3.1225,15174
2019-01-08 11:00:00,3.1225,15995
2019-01-08 12:00:00,3.2225,17564
2019-01-08 13:00:00,3.8225002,18852
2019-01-08 14:00:00,4.3725,19302
2019-01-08 15:00:00,5.8225,19455
2019-01-08 16:00:00,7.3725,19524
2019-01-08 17:00:00,7.8725004,19493
2019-01-08 18:00:00,7.4725,19422
2019-01-08 19:00:00,7.6225,19348
2019-01-08 20:00:00,7.3225,19254
2019-01-08 21:00:00,6.7725,19276
2019-01-08 22:00:00,5.1725,19835
2019-01-08 23:00:00,4.8725,20561
2019-01-09 00:00:00,3.0225,20401
2019-01-09 01:00:00,3.3725,19908
2019-01-09 02:00:00,2.2225,19276
2019-01-09 03:00:00,2.3725,18321
2019-01-09 04:00:00,3.8225002,17136
2019-01-09 05:00:00,4.5725,15928
2019-01-09 06:00:00,4.7725,15038
2019-01-09 07:00:00,4.5725,14545
2019-01-09 08:00:00,5.1725,14293
2019-01-09 09:00:00,4.7225,14250
2019-01-09 10:00:00,4.0725,14518
2019-01-09 11:00:00,3.5725,15453
2019-01-09 12:00:00,4.2225,17251
2019-01-09 13:00:00,4.7225,18467
2019-01-09 14:00:00,5.3225,18776
2019-01-09 15:00:00,6.1225,18931
2019-01-09 16:00:00,6.8725,18999
2019-01-09 17:00:00,6.6225,19043
2019-01-09 18:00:00,6.4225,19009
2019-01-09 19:00:00,6.0725,19091
2019-01-09 20:00:00,5.5225,19117
2019-01-09 21:00:00,4.8725,19404
2019-01-09 22:00:00,3.7725,20105
2019-01-09 23:00:00,3.2225,21046
2019-01-10 00:00:00,2.6225,20950
2019-01-10 01:00:00,1.7725,20564
2019-01-10 02:00:00,1.1225001,19943
2019-01-10 03:00:00,0.6225,19056
2019-01-10 04:00:00,0.072500005,17853
2019-01-10 05:00:00,-0.6275,16693
2019-01-10 06:00:00,-0.9275,15879
2019-01-10 07:00:00,-0.77750003,15420
2019-01-10 08:00:00,-0.52750003,15149
2019-01-10 09:00:00,-0.3775,15107
2019-01-10 10:00:00,-0.2275,15385
2019-01-10 11:00:00,-0.027500004,16339
2019-01-10 12:00:00,-0.6775,18069
2019-01-10 13:00:00,-0.47750002,19384
2019-01-10 14:00:00,-0.3775,19719
2019-01-10 15:00:00,0.42249995,19904
2019-01-10 16:00:00,0.022499993,20012
2019-01-10 17:00:00,-0.0775,20177
2019-01-10 18:00:00,0.27249998,20046
2019-01-10 19:00:00,0.72249997,19949
2019-01-10 20:00:00,0.3725,19967
2019-01-10 21:00:00,-0.1275,20224
2019-01-10 22:00:00,-1.3275,20879
2019-01-10 23:00:00,-2.1775,21968
2019-01-11 00:00:00,-1.0275,21959
2019-01-11 01:00:00,-1.2774999,21561
2019-01-11 02:00:00,-0.9275,20951
2019-01-11 03:00:00,-0.82750005,20021
2019-01-11 04:00:00,-1.8774999,18813
2019-01-11 05:00:00,-2.7775,17590
2019-01-11 06:00:00,-3.1775,16777
2019-01-11 07:00:00,-3.6275,16317
2019-01-11 08:00:00,-4.0275,16103
2019-01-11 09:00:00,-4.7275,16090
2019-01-11 10:00:00,-5.2275,16357
2019-01-11 11:00:00,-5.5775,17337
2019-01-11 12:00:00,-5.5275,19175
2019-01-11 13:00:00,-5.9275,20451
2019-01-11 14:00:00,-5.5275,20729
2019-01-11 15:00:00,-4.4775,20749
2019-01-11 16:00:00,-3.1275,20623
2019-01-11 17:00:00,-2.1275,20434
2019-01-11 18:00:00,-1.6274999,20197
2019-01-11 19:00:00,-1.3275,20114
2019-01-11 20:00:00,-1.4775,20124
2019-01-11 21:00:00,-2.2775,20376
2019-01-11 22:00:00,-3.4775,21033
2019-01-11 23:00:00,-4.2775,21997
2019-01-12 00:00:00,-3.7775,21990
2019-01-12 01:00:00,-4.4275,21579
2019-01-12 02:00:00,-4.8275,21032
2019-01-12 03:00:00,-5.1275,20328
2019-01-12 04:00:00,-5.5775,19332
2019-01-12 05:00:00,-5.9775,18249
2019-01-12 06:00:00,-6.1275,17366
2019-01-12 07:00:00,-6.2275,16850
2019-01-12 08:00:00,-6.3775,16509
2019-01-12 09:00:00,-6.5275,16314
2019-01-12 10:00:00,-6.5275,16297
2019-01-12 11:00:00,-6.3775,16678
2019-01-12 12:00:00,-5.8775,17336
2019-01-12 13:00:00,-5.6275,18109
2019-01-12 14:00:00,-4.4275,18815
2019-01-12 15:00:00,-3.1275,19277
2019-01-12 16:00:00,-1.7774999,19245
2019-01-12 17:00:00,-0.3775,19135
2019-01-12 18:00:00,0.82249993,18910
2019-01-12 19:00:00,1.7725,18732
2019-01-12 20:00:00,2.0725,18759
2019-01-12 21:00:00,0.8725,18968
2019-01-12 22:00:00,-2.0275,19564
2019-01-12 23:00:00,-1.9275,20537
2019-01-13 00:00:00,-0.77750003,20590
2019-01-13 01:00:00,-1.8275,20200
2019-01-13 02:00:00,-1.4775,19762
2019-01-13 03:00:00,-1.6775,19161
2019-01-13 04:00:00,-1.9275,18385
2019-01-13 05:00:00,-2.3274999,17535
2019-01-13 06:00:00,-2.6275,16743
2019-01-13 07:00:00,-2.9275,16203
2019-01-13 08:00:00,-3.0774999,15882
2019-01-13 09:00:00,-3.4275,15726
2019-01-13 10:00:00,-3.7775,15753
2019-01-13 11:00:00,-4.0775,16035
2019-01-13 12:00:00,-4.0275,16559
2019-01-13 13:00:00,-4.1275,17225
2019-01-13 14:00:00,-3.9775,17921
2019-01-13 15:00:00,-2.8274999,18382
2019-01-13 16:00:00,-1.6775,18481
2019-01-13 17:00:00,-0.9275,18495
2019-01-13 18:00:00,-0.47750002,18487
2019-01-13 19:00:00,-0.17750001,18466
2019-01-13 20:00:00,-0.0775,18557
2019-01-13 21:00:00,-0.52750003,18808
2019-01-13 22:00:00,-2.3274999,19596
2019-01-13 23:00:00,-3.0774999,20785
2019-01-14 00:00:00,-2.7275,20893
2019-01-14 01:00:00,-3.4775,20620
2019-01-14 02:00:00,-3.8274999,20219
2019-01-14 03:00:00,-3.8274999,19404
2019-01-14 04:00:00,-4.1275,18396
2019-01-14 05:00:00,-4.3275,17425
2019-01-14 06:00:00,-4.7275,16749
2019-01-14 07:00:00,-5.3275,16394
2019-01-14 08:00:00,-5.7275,16196
2019-01-14 09:00:00,-5.7775,16157
2019-01-14 10:00:00,-5.9775,16427
2019-01-14 11:00:00,-6.2275,17411
2019-01-14 12:00:00,-6.2275,19197
2019-01-14 13:00:00,-6.3275,20514
2019-01-14 14:00:00,-5.2775,20836
2019-01-14 15:00:00,-3.4775,20955
2019-01-14 16:00:00,-2.0275,20819
2019-01-14 17:00:00,-0.9275,20556
2019-01-14 18:00:00,-0.027500004,20178
2019-01-14 19:00:00,0.6225,20025
2019-01-14 20:00:00,0.8725,19969
2019-01-14 21:00:00,0.22249998,20243
2019-01-14 22:00:00,-3.2775,20844
2019-01-14 23:00:00,-3.8775,22064
2019-01-15 00:00:00,-3.5774999,22139
2019-01-15 01:00:00,-4.5275,21779
2019-01-15 02:00:00,-4.3275,21160
2019-01-15 03:00:00,-4.5775,20286
2019-01-15 04:00:00,-4.8275,19007
2019-01-15 05:00:00,-4.8275,17723
2019-01-15 06:00:00,-5.0275,16750
2019-01-15 07:00:00,-5.0775,16309
2019-01-15 08:00:00,-5.0775,16050
2019-01-15 09:00:00,-4.8275,15986
2019-01-15 10:00:00,-4.9775,16176
2019-01-15 11:00:00,-5.0775,17139
2019-01-15 12:00:00,-4.3275,18935
2019-01-15 13:00:00,-3.8274999,20226
2019-01-15 14:00:00,-2.5774999,20507
2019-01-15 15:00:00,-1.3774999,20541
2019-01-15 16:00:00,0.12249999,20487
2019-01-15 17:00:00,1.7225001,20342
2019-01-15 18:00:00,2.8225,20162
2019-01-15 19:00:00,3.3225,20113
2019-01-15 20:00:00,3.4725,20080
2019-01-15 21:00:00,1.8725,20239
2019-01-15 22:00:00,2.1225,20792
2019-01-15 23:00:00,1.3225,21748
2019-01-16 00:00:00,-2.4275,21701
2019-01-16 01:00:00,-1.8275,21330
2019-01-16 02:00:00,-2.2775,20692
2019-01-16 03:00:00,-4.3275,19752
2019-01-16 04:00:00,-4.4275,18459
2019-01-16 05:00:00,-4.2775,17213
2019-01-16 06:00:00,-4.1775002,16291
2019-01-16 07:00:00,-4.2275,15829
2019-01-16 08:00:00,-4.0775,15559
2019-01-16 09:00:00,-4.0775,15482
2019-01-16 10:00:00,-3.9775,15744
2019-01-16 11:00:00,-3.8274999,16634
2019-01-16 12:00:00,-3.2275,18357
2019-01-16 13:00:00,-2.4775,19661
2019-01-16 14:00:00,-0.5775,20042
2019-01-16 15:00:00,1.4725001,20287
2019-01-16 16:00:00,2.7225,20353
2019-01-16 17:00:00,3.4225001,20148
2019-01-16 18:00:00,4.3725,19939
2019-01-16 19:00:00,4.3725,19872
2019-01-16 20:00:00,4.1725,19826
2019-01-16 21:00:00,3.1725001,19948
2019-01-16 22:00:00,1.3725001,20526
2019-01-16 23:00:00,0.22249998,21514
2019-01-17 00:00:00,0.47249997,21535
2019-01-17 01:00:00,0.47249997,21150
2019-01-17 02:00:00,-0.32750002,20541
2019-01-17 03:00:00,-0.17750001,19653
2019-01-17 04:00:00,-0.0775,18441
2019-01-17 05:00:00,-1.3774999,17244
2019-01-17 06:00:00,-2.7275,16456
2019-01-17 07:00:00,-4.0275,16061
2019-01-17 08:00:00,-4.9775,15878
2019-01-17 09:00:00,-5.4275,15878
2019-01-17 10:00:00,-5.4775,16197
2019-01-17 11:00:00,-5.5775,17190
2019-01-17 12:00:00,-4.3275,18971
2019-01-17 13:00:00,-4.2775,20270
2019-01-17 14:00:00,-3.5275,20526
2019-01-17 15:00:00,-2.7275,20549
2019-01-17 16:00:00,-1.9775,20411
2019-01-17 17:00:00,-1.2774999,20231
2019-01-17 18:00:00,-0.6775,20025
2019-01-17 19:00:00,-0.52750003,20080
2019-01-17 20:00:00,-0.82750005,20191
2019-01-17 21:00:00,-1.2275,20509
2019-01-17 22:00:00,-1.5775,21050
2019-01-17 23:00:00,-1.4775,21986
2019-01-18 00:00:00,-1.6274999,21945
2019-01-18 01:00:00,-1.9275,21559
2019-01-18 02:00:00,-1.9775,20939
2019-01-18 03:00:00,-2.0275,19985
2019-01-18 04:00:00,-1.9275,18709
2019-01-18 05:00:00,-1.9275,17442
2019-01-18 06:00:00,-1.9275,16504
2019-01-18 07:00:00,-1.8774999,16004
2019-01-18 08:00:00,-2.0275,15707
2019-01-18 09:00:00,-1.9775,15592
2019-01-18 10:00:00,-1.6775,15847
2019-01-18 11:00:00,-1.2774999,16743
2019-01-18 12:00:00,-1.5274999,18357
2019-01-18 13:00:00,-1.1274999,19570
2019-01-18 14:00:00,-0.1275,20018
2019-01-18 15:00:00,1.2225001,20348
2019-01-18 16:00:00,2.4225001,20443
2019-01-18 17:00:00,2.8725,20315
2019-01-18 18:00:00,3.0225,20175
2019-01-18 19:00:00,3.0225,20064
2019-01-18 20:00:00,3.2725,19964
2019-01-18 21:00:00,3.1225,20004
2019-01-18 22:00:00,1.5725,20484
2019-01-18 23:00:00,1.0725,21034
2019-01-19 00:00:00,-0.1275,20850
2019-01-19 01:00:00,-0.9275,20383
2019-01-19 02:00:00,-1.3275,19829
2019-01-19 03:00:00,-0.9275,19080
2019-01-19 04:00:00,-1.1274999,18040
2019-01-19 05:00:00,-1.7774999,17026
2019-01-19 06:00:00,-2.9275,16133
2019-01-19 07:00:00,-2.5774999,15597
2019-01-19 08:00:00,-2.7275,15346
2019-01-19 09:00:00,-3.2275,15257
2019-01-19 10:00:00,-3.1775,15348
2019-01-19 11:00:00,-3.2275,15718
2019-01-19 12:00:00,-3.2275,16385
2019-01-19 13:00:00,-2.4775,17175
2019-01-19 14:00:00,-0.8775,17977
2019-01-19 15:00:00,0.5225,18581
2019-01-19 16:00:00,1.9225001,18948
2019-01-19 17:00:00,3.0725,19069
2019-01-19 18:00:00,2.8225,19183
2019-01-19 19:00:00,2.3725,19223
2019-01-19 20:00:00,2.2225,19292
2019-01-19 21:00:00,2.0225,19473
2019-01-19 22:00:00,1.6225001,19944
2019-01-19 23:00:00,1.6725,20670
2019-01-20 00:00:00,0.3225,20636
2019-01-20 01:00:00,1.0725,20260
2019-01-20 02:00:00,1.4225,19825
2019-01-20 03:00:00,1.4225,19180
2019-01-20 04:00:00,1.2725,18363
2019-01-20 05:00:00,1.6725,17444
2019-01-20 06:00:00,3.1225,16675
2019-01-20 07:00:00,4.5725,16115
2019-01-20 08:00:00,5.7225,15731
2019-01-20 09:00:00,5.3225,15539
2019-01-20 10:00:00,3.6225,15518
2019-01-20 11:00:00,3.6225,15725
2019-01-20 12:00:00,2.4725,16143
2019-01-20 13:00:00,3.0725,16661
2019-01-20 14:00:00,4.6225,17361
2019-01-20 15:00:00,7.4725,18250
2019-01-20 16:00:00,9.3725,18966
2019-01-20 17:00:00,4.0725,19452
2019-01-20 18:00:00,3.0225,19568
2019-01-20 19:00:00,1.6225001,19584
2019-01-20 20:00:00,-1.5775,19643
2019-01-20 21:00:00,-4.2275,19839
2019-01-20 22:00:00,-6.1775,20382
2019-01-20 23:00:00,-8.0775,21565
2019-01-21 00:00:00,-8.127501,21791
2019-01-21 01:00:00,-9.8275,21543
2019-01-21 02:00:00,-10.3275,21138
2019-01-21 03:00:00,-10.8775,20510
2019-01-21 04:00:00,-11.3275,19712
2019-01-21 05:00:00,-11.7275,18835
2019-01-21 06:00:00,-12.3275,18118
2019-01-21 07:00:00,-12.8275,17748
2019-01-21 08:00:00,-13.5275,17573
2019-01-21 09:00:00,-13.9275,17540
2019-01-21 10:00:00,-14.3775,17821
2019-01-21 11:00:00,-14.8775,18487
2019-01-21 12:00:00,-14.8275,19643
2019-01-21 13:00:00,-15.9775,20724
2019-01-21 14:00:00,-15.8775,21649
2019-01-21 15:00:00,-15.2775,22349
2019-01-21 16:00:00,-14.5775,22826
2019-01-21 17:00:00,-13.6775,23072
2019-01-21 18:00:00,-12.8775,23061
2019-01-21 19:00:00,-12.2275,22952
2019-01-21 20:00:00,-12.1775,22877
2019-01-21 21:00:00,-12.4775,22924
2019-01-21 22:00:00,-12.8275,23487
2019-01-21 23:00:00,-12.9775,24615
2019-01-22 00:00:00,-12.5775,24728
2019-01-22 01:00:00,-12.2275,24269
2019-01-22 02:00:00,-12.0775,23639
2019-01-22 03:00:00,-11.8775,22581
2019-01-22 04:00:00,-11.6775,21174
2019-01-22 05:00:00,-11.5275,19885
2019-01-22 06:00:00,-11.4275,19013
2019-01-22 07:00:00,-11.1275,18482
2019-01-22 08:00:00,-10.8775,18201
2019-01-22 09:00:00,-10.7775,18110
2019-01-22 10:00:00,-10.6775,18332
2019-01-22 11:00:00,-10.8275,19213
2019-01-22 12:00:00,-11.1275,20789
2019-01-22 13:00:00,-10.5275,21909
2019-01-22 14:00:00,-9.3275,22260
2019-01-22 15:00:00,-7.7275,22338
2019-01-22 16:00:00,-6.0775,22221
2019-01-22 17:00:00,-4.5775,21984
2019-01-22 18:00:00,-3.2775,21608
2019-01-22 19:00:00,-2.3775,21523
2019-01-22 20:00:00,-1.9275,21387
2019-01-22 21:00:00,-2.1275,21503
2019-01-22 22:00:00,-2.4275,22022
2019-01-22 23:00:00,-3.5774999,23114
2019-01-23 00:00:00,-2.8274999,23135
2019-01-23 01:00:00,-4.6275,22761
2019-01-23 02:00:00,-4.6275,22082
2019-01-23 03:00:00,-3.3274999,21005
2019-01-23 04:00:00,-3.1275,19574
2019-01-23 05:00:00,-3.1275,18303
2019-01-23 06:00:00,-3.0774999,17409
2019-01-23 07:00:00,-2.9275,16903
2019-01-23 08:00:00,-2.6275,16591
2019-01-23 09:00:00,-2.4275,16427
2019-01-23 10:00:00,-2.1775,16631
2019-01-23 11:00:00,-1.5274999,17499
2019-01-23 12:00:00,-1.8275,19103
2019-01-23 13:00:00,-1.5274999,20246
2019-01-23 14:00:00,-0.1275,20656
2019-01-23 15:00:00,0.92249995,20923
2019-01-23 16:00:00,2.0225,21067
2019-01-23 17:00:00,3.5725,21009
2019-01-23 18:00:00,4.8225,20834
2019-01-23 19:00:00,5.0225,20597
2019-01-23 20:00:00,5.5225,20430
2019-01-23 21:00:00,5.8725,20404
2019-01-23 22:00:00,5.8725,20778
2019-01-23 23:00:00,6.3725,21504
2019-01-24 00:00:00,3.4225001,21379
2019-01-24 01:00:00,5.2725,20925
2019-01-24 02:00:00,6.0725,20213
2019-01-24 03:00:00,7.3225,19199
2019-01-24 04:00:00,8.0225,17909
2019-01-24 05:00:00,8.7725,16571
2019-01-24 06:00:00,9.6725,15669
2019-01-24 07:00:00,9.5725,15113
2019-01-24 08:00:00,9.6225,14743
2019-01-24 09:00:00,9.6225,14658
2019-01-24 10:00:00,9.7725,14849
2019-01-24 11:00:00,10.5225,15715
2019-01-24 12:00:00,9.8225,17350
2019-01-24 13:00:00,11.0725,18675
2019-01-24 14:00:00,11.4725,19119
2019-01-24 15:00:00,12.0225,19478
2019-01-24 16:00:00,12.2725,19787
2019-01-24 17:00:00,12.2725,19894
2019-01-24 18:00:00,12.2725,19906
2019-01-24 19:00:00,12.0225,19915
2019-01-24 20:00:00,11.8225,19843
2019-01-24 21:00:00,6.8725,19859
2019-01-24 22:00:00,4.8725,20190
2019-01-24 23:00:00,3.3725,20804
2019-01-25 00:00:00,3.5225,20899
2019-01-25 01:00:00,2.2725,20538
2019-01-25 02:00:00,1.5225,19970
2019-01-25 03:00:00,1.1225001,19092
2019-01-25 04:00:00,-0.1275,17987
2019-01-25 05:00:00,-1.1775,16833
2019-01-25 06:00:00,-2.0275,16041
2019-01-25 07:00:00,-2.7275,15571
2019-01-25 08:00:00,-3.1275,15292
2019-01-25 09:00:00,-3.2775,15218
2019-01-25 10:00:00,-3.4275,15466
2019-01-25 11:00:00,-3.2775,16379
2019-01-25 12:00:00,-1.7774999,17984
2019-01-25 13:00:00,-0.82750005,19219
2019-01-25 14:00:00,0.5225,19627
2019-01-25 15:00:00,1.7725,19767
2019-01-25 16:00:00,2.2725,19683
2019-01-25 17:00:00,2.7225,19512
2019-01-25 18:00:00,2.4225001,19297
2019-01-25 19:00:00,2.6725001,19292
2019-01-25 20:00:00,0.9725,19395
2019-01-25 21:00:00,0.5225,19583
2019-01-25 22:00:00,-0.82750005,20156
2019-01-25 23:00:00,-1.5274999,21122
2019-01-26 00:00:00,-1.4775,21209
2019-01-26 01:00:00,-2.1775,20818
2019-01-26 02:00:00,-2.9275,20308
2019-01-26 03:00:00,-3.5774999,19627
2019-01-26 04:00:00,-3.9775,18700
2019-01-26 05:00:00,-4.7275,17665
2019-01-26 06:00:00,-5.1775,16898
2019-01-26 07:00:00,-5.5275,16432
2019-01-26 08:00:00,-5.7275,16110
2019-01-26 09:00:00,-6.0275,16003
2019-01-26 10:00:00,-6.2775,16066
2019-01-26 11:00:00,-6.6275,16408
2019-01-26 12:00:00,-5.8275,17150
2019-01-26 13:00:00,-5.1275,17895
2019-01-26 14:00:00,-4.0275,18531
2019-01-26 15:00:00,-3.0275,18922
2019-01-26 16:00:00,-1.7774999,18857
2019-01-26 17:00:00,-0.6275,18698
2019-01-26 18:00:00,0.12249999,18460
2019-01-26 19:00:00,0.67249995,18255
2019-01-26 20:00:00,1.0225,18201
2019-01-26 21:00:00,0.82249993,18401
2019-01-26 22:00:00,-1.2774999,18988
2019-01-26 23:00:00,-1.9275,19995
2019-01-27 00:00:00,-1.4275,20227
2019-01-27 01:00:00,-1.6274999,19884
2019-01-27 02:00:00,-1.6775,19466
2019-01-27 03:00:00,-1.8275,18908
2019-01-27 04:00:00,-2.9275,18138
2019-01-27 05:00:00,-3.0275,17274
2019-01-27 06:00:00,-2.5774999,16465
2019-01-27 07:00:00,-2.2275,15951
2019-01-27 08:00:00,-1.9275,15635
2019-01-27 09:00:00,-1.7774999,15470
2019-01-27 10:00:00,-0.8775,15459
2019-01-27 11:00:00,0.92249995,15650
2019-01-27 12:00:00,1.4725001,16064
2019-01-27 13:00:00,2.8225,16605
2019-01-27 14:00:00,4.3225,17096
2019-01-27 15:00:00,5.6225,17462
2019-01-27 16:00:00,6.9725,17679
2019-01-27 17:00:00,8.1225,17782
2019-01-27 18:00:00,9.0725,17867
2019-01-27 19:00:00,9.0725,17855
2019-01-27 20:00:00,8.4225,17892
2019-01-27 21:00:00,6.5725,18111
2019-01-27 22:00:00,4.8725,18716
