,date,temperature,demand
86,2019-01-04 18:00:00,6.9725,18456
87,2019-01-04 19:00:00,7.8225,18441
88,2019-01-04 20:00:00,7.8725004,18442
89,2019-01-04 21:00:00,6.8725,18611
90,2019-01-04 22:00:00,5.7725,19223
91,2019-01-04 23:00:00,5.4225,20078
92,2019-01-05 00:00:00,4.1225,19891
93,2019-01-05 01:00:00,3.9225001,19379
94,2019-01-05 02:00:00,3.1725001,18874
95,2019-01-05 03:00:00,3.2225,18184
96,2019-01-05 04:00:00,3.7225,17166
97,2019-01-05 05:00:00,4.5725,16064
98,2019-01-05 06:00:00,4.3725,15127
99,2019-01-05 07:00:00,4.4225,14519
100,2019-01-05 08:00:00,4.6725,14201
101,2019-01-05 09:00:00,5.1725,14038
102,2019-01-05 10:00:00,5.2725,14083
103,2019-01-05 11:00:00,5.1725,14382
104,2019-01-05 12:00:00,4.5225,14998
105,2019-01-05 13:00:00,5.0225,15740
106,2019-01-05 14:00:00,5.4725,16472
107,2019-01-05 15:00:00,6.0225,17205
108,2019-01-05 16:00:00,6.4225,17624
109,2019-01-05 17:00:00,6.4725,17812
110,2019-01-05 18:00:00,6.5725,17795
111,2019-01-05 19:00:00,6.5225,17724
112,2019-01-05 20:00:00,5.8225,17675
113,2019-01-05 21:00:00,5.3725,17753
114,2019-01-05 22:00:00,5.1725,18268
115,2019-01-05 23:00:00,5.0725,18996
116,2019-01-06 00:00:00,6.1225,18949
117,2019-01-06 01:00:00,6.4225,18560
118,2019-01-06 02:00:00,4.7725,18139
119,2019-01-06 03:00:00,3.6725001,17532
120,2019-01-06 04:00:00,2.7725,16720
121,2019-01-06 05:00:00,2.2725,15844
122,2019-01-06 06:00:00,1.8725,15023
123,2019-01-06 07:00:00,1.6225001,14433
124,2019-01-06 08:00:00,1.5225,14041
125,2019-01-06 09:00:00,1.5225,13853
126,2019-01-06 10:00:00,1.3225,13851
127,2019-01-06 11:00:00,1.3225,14064
128,2019-01-06 12:00:00,3.4225001,14553
129,2019-01-06 13:00:00,4.4225,15162
130,2019-01-06 14:00:00,5.6725,15826
131,2019-01-06 15:00:00,7.7225,16478
132,2019-01-06 16:00:00,8.8725,16938
133,2019-01-06 17:00:00,8.5225,16933
134,2019-01-06 18:00:00,7.7725,16950
135,2019-01-06 19:00:00,7.3225,17056
136,2019-01-06 20:00:00,6.7725,17194
137,2019-01-06 21:00:00,5.3225,17502
138,2019-01-06 22:00:00,4.2725,18363
139,2019-01-06 23:00:00,3.8225002,19540
140,2019-01-07 00:00:00,2.4225001,19712
141,2019-01-07 01:00:00,2.7725,19443
142,2019-01-07 02:00:00,1.4225,19056
143,2019-01-07 03:00:00,0.072500005,18346
144,2019-01-07 04:00:00,-1.0775,17394
145,2019-01-07 05:00:00,-1.9275,16406
146,2019-01-07 06:00:00,-2.9275,15724
147,2019-01-07 07:00:00,-3.5774999,15326
148,2019-01-07 08:00:00,-4.2775,15155
149,2019-01-07 09:00:00,-4.7775,15158
150,2019-01-07 10:00:00,-5.1275,15498
151,2019-01-07 11:00:00,-5.3775,16546
152,2019-01-07 12:00:00,-3.9775,18377
153,2019-01-07 13:00:00,-3.9275,19652
154,2019-01-07 14:00:00,-3.2275,19968
155,2019-01-07 15:00:00,-2.4275,20120
156,2019-01-07 16:00:00,-1.6775,20188
157,2019-01-07 17:00:00,-1.0275,20106
158,2019-01-07 18:00:00,-0.2775,19962
159,2019-01-07 19:00:00,0.1725,19986
160,2019-01-07 20:00:00,-0.027500004,20061
161,2019-01-07 21:00:00,-0.0775,20406
162,2019-01-07 22:00:00,-1.2774999,21196
163,2019-01-07 23:00:00,-0.52750003,21993
164,2019-01-08 00:00:00,-0.6775,21814
165,2019-01-08 01:00:00,-0.8775,21380
166,2019-01-08 02:00:00,-0.82750005,20622
167,2019-01-08 03:00:00,-0.77750003,19642
168,2019-01-08 04:00:00,-0.0775,18291
169,2019-01-08 05:00:00,0.6225,16982
170,2019-01-08 06:00:00,0.5725,16011
171,2019-01-08 07:00:00,0.8725,15447
172,2019-01-08 08:00:00,2.1225,15131
173,2019-01-08 09:00:00,3.0725,14999
174,2019-01-08 10:00:00,3.1225,15174
175,2019-01-08 11:00:00,3.1225,15995
176,2019-01-08 12:00:00,3.2225,17564
177,2019-01-08 13:00:00,3.8225002,18852
178,2019-01-08 14:00:00,4.3725,19302
179,2019-01-08 15:00:00,5.8225,19455
180,2019-01-08 16:00:00,7.3725,19524
181,2019-01-08 17:00:00,7.8725004,19493
182,2019-01-08 18:00:00,7.4725,19422
183,2019-01-08 19:00:00,7.6225,19348
184,2019-01-08 20:00:00,7.3225,19254
185,2019-01-08 21:00:00,6.7725,19276
186,2019-01-08 22:00:00,5.1725,19835
187,2019-01-08 23:00:00,4.8725,20561
188,2019-01-09 00:00:00,3.0225,20401
189,2019-01-09 01:00:00,3.3725,19908
190,2019-01-09 02:00:00,2.2225,19276
191,2019-01-09 03:00:00,2.3725,18321
192,2019-01-09 04:00:00,3.8225002,17136
193,2019-01-09 05:00:00,4.5725,15928
194,2019-01-09 06:00:00,4.7725,15038
195,2019-01-09 07:00:00,4.5725,14545
196,2019-01-09 08:00:00,5.1725,14293
197,2019-01-09 09:00:00,4.7225,14250
198,2019-01-09 10:00:00,4.0725,14518
199,2019-01-09 11:00:00,3.5725,15453
200,2019-01-09 12:00:00,4.2225,17251
201,2019-01-09 13:00:00,4.7225,18467
202,2019-01-09 14:00:00,5.3225,18776
203,2019-01-09 15:00:00,6.1225,18931
204,2019-01-09 16:00:00,6.8725,18999
205,2019-01-09 17:00:00,6.6225,19043
206,2019-01-09 18:00:00,6.4225,19009
207,2019-01-09 19:00:00,6.0725,19091
208,2019-01-09 20:00:00,5.5225,19117
209,2019-01-09 21:00:00,4.8725,19404
210,2019-01-09 22:00:00,3.7725,20105
211,2019-01-09 23:00:00,3.2225,21046
212,2019-01-10 00:00:00,2.6225,20950
213,2019-01-10 01:00:00,1.7725,20564
214,2019-01-10 02:00:00,1.1225001,19943
215,2019-01-10 03:00:00,0.6225,19056
216,2019-01-10 04:00:00,0.072500005,17853
217,2019-01-10 05:00:00,-0.6275,16693
218,2019-01-10 06:00:00,-0.9275,15879
219,2019-01-10 07:00:00,-0.77750003,15420
220,2019-01-10 08:00:00,-0.52750003,15149
221,2019-01-10 09:00:00,-0.3775,15107
222,2019-01-10 10:00:00,-0.2275,15385
223,2019-01-10 11:00:00,-0.027500004,16339
224,2019-01-10 12:00:00,-0.6775,18069
225,2019-01-10 13:00:00,-0.47750002,19384
226,2019-01-10 14:00:00,-0.3775,19719
227,2019-01-10 15:00:00,0.42249995,19904
228,2019-01-10 16:00:00,0.022499993,20012
229,2019-01-10 17:00:00,-0.0775,20177
230,2019-01-10 18:00:00,0.27249998,20046
231,2019-01-10 19:00:00,0.72249997,19949
232,2019-01-10 20:00:00,0.3725,19967
233,2019-01-10 21:00:00,-0.1275,20224
234,2019-01-10 22:00:00,-1.3275,20879
235,2019-01-10 23:00:00,-2.1775,21968
236,2019-01-11 00:00:00,-1.0275,21959
237,2019-01-11 01:00:00,-1.2774999,21561
238,2019-01-11 02:00:00,-0.9275,20951
239,2019-01-11 03:00:00,-0.82750005,20021
240,2019-01-11 04:00:00,-1.8774999,18813
241,2019-01-11 05:00:00,-2.7775,17590
242,2019-01-11 06:00:00,-3.1775,16777
243,2019-01-11 07:00:00,-3.6275,16317
244,2019-01-11 08:00:00,-4.0275,16103
245,2019-01-11 09:00:00,-4.7275,16090
246,2019-01-11 10:00:00,-5.2275,16357
247,2019-01-11 11:00:00,-5.5775,17337
248,2019-01-11 12:00:00,-5.5275,19175
249,2019-01-11 13:00:00,-5.9275,20451
250,2019-01-11 14:00:00,-5.5275,20729
251,2019-01-11 15:00:00,-4.4775,20749
252,2019-01-11 16:00:00,-3.1275,20623
253,2019-01-11 17:00:00,-2.1275,20434
254,2019-01-11 18:00:00,-1.6274999,20197
255,2019-01-11 19:00:00,-1.3275,20114
256,2019-01-11 20:00:00,-1.4775,20124
257,2019-01-11 21:00:00,-2.2775,20376
258,2019-01-11 22:00:00,-3.4775,21033
259,2019-01-11 23:00:00,-4.2775,21997
260,2019-01-12 00:00:00,-3.7775,21990
261,2019-01-12 01:00:00,-4.4275,21579
262,2019-01-12 02:00:00,-4.8275,21032
263,2019-01-12 03:00:00,-5.1275,20328
264,2019-01-12 04:00:00,-5.5775,19332
265,2019-01-12 05:00:00,-5.9775,18249
266,2019-01-12 06:00:00,-6.1275,17366
267,2019-01-12 07:00:00,-6.2275,16850
268,2019-01-12 08:00:00,-6.3775,16509
269,2019-01-12 09:00:00,-6.5275,16314
270,2019-01-12 10:00:00,-6.5275,16297
271,2019-01-12 11:00:00,-6.3775,16678
272,2019-01-12 12:00:00,-5.8775,17336
273,2019-01-12 13:00:00,-5.6275,18109
274,2019-01-12 14:00:00,-4.4275,18815
275,2019-01-12 15:00:00,-3.1275,19277
276,2019-01-12 16:00:00,-1.7774999,19245
277,2019-01-12 17:00:00,-0.3775,19135
278,2019-01-12 18:00:00,0.82249993,18910
279,2019-01-12 19:00:00,1.7725,18732
280,2019-01-12 20:00:00,2.0725,18759
281,2019-01-12 21:00:00,0.8725,18968
282,2019-01-12 22:00:00,-2.0275,19564
283,2019-01-12 23:00:00,-1.9275,20537
284,2019-01-13 00:00:00,-0.77750003,20590
285,2019-01-13 01:00:00,-1.8275,20200
286,2019-01-13 02:00:00,-1.4775,19762
287,2019-01-13 03:00:00,-1.6775,19161
288,2019-01-13 04:00:00,-1.9275,18385
289,2019-01-13 05:00:00,-2.3274999,17535
290,2019-01-13 06:00:00,-2.6275,16743
291,2019-01-13 07:00:00,-2.9275,16203
292,2019-01-13 08:00:00,-3.0774999,15882
293,2019-01-13 09:00:00,-3.4275,15726
294,2019-01-13 10:00:00,-3.7775,15753
295,2019-01-13 11:00:00,-4.0775,16035
296,2019-01-13 12:00:00,-4.0275,16559
297,2019-01-13 13:00:00,-4.1275,17225
298,2019-01-13 14:00:00,-3.9775,17921
299,2019-01-13 15:00:00,-2.8274999,18382
300,2019-01-13 16:00:00,-1.6775,18481
301,2019-01-13 17:00:00,-0.9275,18495
302,2019-01-13 18:00:00,-0.47750002,18487
303,2019-01-13 19:00:00,-0.17750001,18466
304,2019-01-13 20:00:00,-0.0775,18557
305,2019-01-13 21:00:00,-0.52750003,18808
306,2019-01-13 22:00:00,-2.3274999,19596
307,2019-01-13 23:00:00,-3.0774999,20785
308,2019-01-14 00:00:00,-2.7275,20893
309,2019-01-14 01:00:00,-3.4775,20620
310,2019-01-14 02:00:00,-3.8274999,20219
311,2019-01-14 03:00:00,-3.8274999,19404
312,2019-01-14 04:00:00,-4.1275,18396
313,2019-01-14 05:00:00,-4.3275,17425
314,2019-01-14 06:00:00,-4.7275,16749
315,2019-01-14 07:00:00,-5.3275,16394
316,2019-01-14 08:00:00,-5.7275,16196
317,2019-01-14 09:00:00,-5.7775,16157
318,2019-01-14 10:00:00,-5.9775,16427
319,2019-01-14 11:00:00,-6.2275,17411
320,2019-01-14 12:00:00,-6.2275,19197
321,2019-01-14 13:00:00,-6.3275,20514
322,2019-01-14 14:00:00,-5.2775,20836
323,2019-01-14 15:00:00,-3.4775,20955
324,2019-01-14 16:00:00,-2.0275,20819
325,2019-01-14 17:00:00,-0.9275,20556
326,2019-01-14 18:00:00,-0.027500004,20178
327,2019-01-14 19:00:00,0.6225,20025
328,2019-01-14 20:00:00,0.8725,19969
329,2019-01-14 21:00:00,0.22249998,20243
330,2019-01-14 22:00:00,-3.2775,20844
331,2019-01-14 23:00:00,-3.8775,22064
332,2019-01-15 00:00:00,-3.5774999,22139
333,2019-01-15 01:00:00,-4.5275,21779
334,2019-01-15 02:00:00,-4.3275,21160
335,2019-01-15 03:00:00,-4.5775,20286
336,2019-01-15 04:00:00,-4.8275,19007
337,2019-01-15 05:00:00,-4.8275,17723
338,2019-01-15 06:00:00,-5.0275,16750
339,2019-01-15 07:00:00,-5.0775,16309
340,2019-01-15 08:00:00,-5.0775,16050
341,2019-01-15 09:00:00,-4.8275,15986
342,2019-01-15 10:00:00,-4.9775,16176
343,2019-01-15 11:00:00,-5.0775,17139
344,2019-01-15 12:00:00,-4.3275,18935
345,2019-01-15 13:00:00,-3.8274999,20226
346,2019-01-15 14:00:00,-2.5774999,20507
347,2019-01-15 15:00:00,-1.3774999,20541
348,2019-01-15 16:00:00,0.12249999,20487
349,2019-01-15 17:00:00,1.7225001,20342
350,2019-01-15 18:00:00,2.8225,20162
351,2019-01-15 19:00:00,3.3225,20113
352,2019-01-15 20:00:00,3.4725,20080
353,2019-01-15 21:00:00,1.8725,20239
354,2019-01-15 22:00:00,2.1225,20792
355,2019-01-15 23:00:00,1.3225,21748
356,2019-01-16 00:00:00,-2.4275,21701
357,2019-01-16 01:00:00,-1.8275,21330
358,2019-01-16 02:00:00,-2.2775,20692
359,2019-01-16 03:00:00,-4.3275,19752
360,2019-01-16 04:00:00,-4.4275,18459
361,2019-01-16 05:00:00,-4.2775,17213
362,2019-01-16 06:00:00,-4.1775002,16291
363,2019-01-16 07:00:00,-4.2275,15829
364,2019-01-16 08:00:00,-4.0775,15559
365,2019-01-16 09:00:00,-4.0775,15482
366,2019-01-16 10:00:00,-3.9775,15744
367,2019-01-16 11:00:00,-3.8274999,16634
368,2019-01-16 12:00:00,-3.2275,18357
369,2019-01-16 13:00:00,-2.4775,19661
370,2019-01-16 14:00:00,-0.5775,20042
371,2019-01-16 15:00:00,1.4725001,20287
372,2019-01-16 16:00:00,2.7225,20353
373,2019-01-16 17:00:00,3.4225001,20148
374,2019-01-16 18:00:00,4.3725,19939
375,2019-01-16 19:00:00,4.3725,19872
376,2019-01-16 20:00:00,4.1725,19826
377,2019-01-16 21:00:00,3.1725001,19948
378,2019-01-16 22:00:00,1.3725001,20526
379,2019-01-16 23:00:00,0.22249998,21514
380,2019-01-17 00:00:00,0.47249997,21535
381,2019-01-17 01:00:00,0.47249997,21150
382,2019-01-17 02:00:00,-0.32750002,20541
383,2019-01-17 03:00:00,-0.17750001,19653
384,2019-01-17 04:00:00,-0.0775,18441
385,2019-01-17 05:00:00,-1.3774999,17244
386,2019-01-17 06:00:00,-2.7275,16456
387,2019-01-17 07:00:00,-4.0275,16061
388,2019-01-17 08:00:00,-4.9775,15878
389,2019-01-17 09:00:00,-5.4275,15878
390,2019-01-17 10:00:00,-5.4775,16197
391,2019-01-17 11:00:00,-5.5775,17190
392,2019-01-17 12:00:00,-4.3275,18971
393,2019-01-17 13:00:00,-4.2775,20270
394,2019-01-17 14:00:00,-3.5275,20526
395,2019-01-17 15:00:00,-2.7275,20549
396,2019-01-17 16:00:00,-1.9775,20411
397,2019-01-17 17:00:00,-1.2774999,20231
398,2019-01-17 18:00:00,-0.6775,20025
399,2019-01-17 19:00:00,-0.52750003,20080
400,2019-01-17 20:00:00,-0.82750005,20191
401,2019-01-17 21:00:00,-1.2275,20509
402,2019-01-17 22:00:00,-1.5775,21050
403,2019-01-17 23:00:00,-1.4775,21986
404,2019-01-18 00:00:00,-1.6274999,21945
405,2019-01-18 01:00:00,-1.9275,21559
406,2019-01-18 02:00:00,-1.9775,20939
407,2019-01-18 03:00:00,-2.0275,19985
408,2019-01-18 04:00:00,-1.9275,18709
409,2019-01-18 05:00:00,-1.9275,17442
410,2019-01-18 06:00:00,-1.9275,16504
411,2019-01-18 07:00:00,-1.8774999,16004
412,2019-01-18 08:00:00,-2.0275,15707
413,2019-01-18 09:00:00,-1.9775,15592
414,2019-01-18 10:00:00,-1.6775,15847
415,2019-01-18 11:00:00,-1.2774999,16743
416,2019-01-18 12:00:00,-1.5274999,18357
417,2019-01-18 13:00:00,-1.1274999,19570
418,2019-01-18 14:00:00,-0.1275,20018
419,2019-01-18 15:00:00,1.2225001,20348
420,2019-01-18 16:00:00,2.4225001,20443
421,2019-01-18 17:00:00,2.8725,20315
422,2019-01-18 18:00:00,3.0225,20175
423,2019-01-18 19:00:00,3.0225,20064
424,2019-01-18 20:00:00,3.2725,19964
425,2019-01-18 21:00:00,3.1225,20004
426,2019-01-18 22:00:00,1.5725,20484
427,2019-01-18 23:00:00,1.0725,21034
428,2019-01-19 00:00:00,-0.1275,20850
429,2019-01-19 01:00:00,-0.9275,20383
430,2019-01-19 02:00:00,-1.3275,19829
431,2019-01-19 03:00:00,-0.9275,19080
432,2019-01-19 04:00:00,-1.1274999,18040
433,2019-01-19 05:00:00,-1.7774999,17026
434,2019-01-19 06:00:00,-2.9275,16133
435,2019-01-19 07:00:00,-2.5774999,15597
436,2019-01-19 08:00:00,-2.7275,15346
437,2019-01-19 09:00:00,-3.2275,15257
438,2019-01-19 10:00:00,-3.1775,15348
439,2019-01-19 11:00:00,-3.2275,15718
440,2019-01-19 12:00:00,-3.2275,16385
441,2019-01-19 13:00:00,-2.4775,17175
442,2019-01-19 14:00:00,-0.8775,17977
443,2019-01-19 15:00:00,0.5225,18581
444,2019-01-19 16:00:00,1.9225001,18948
445,2019-01-19 17:00:00,3.0725,19069
446,2019-01-19 18:00:00,2.8225,19183
447,2019-01-19 19:00:00,2.3725,19223
448,2019-01-19 20:00:00,2.2225,19292
449,2019-01-19 21:00:00,2.0225,19473
450,2019-01-19 22:00:00,1.6225001,19944
451,2019-01-19 23:00:00,1.6725,20670
452,2019-01-20 00:00:00,0.3225,20636
453,2019-01-20 01:00:00,1.0725,20260
454,2019-01-20 02:00:00,1.4225,19825
455,2019-01-20 03:00:00,1.4225,19180
456,2019-01-20 04:00:00,1.2725,18363
457,2019-01-20 05:00:00,1.6725,17444
458,2019-01-20 06:00:00,3.1225,16675
459,2019-01-20 07:00:00,4.5725,16115
460,2019-01-20 08:00:00,5.7225,15731
461,2019-01-20 09:00:00,5.3225,15539
462,2019-01-20 10:00:00,3.6225,15518
463,2019-01-20 11:00:00,3.6225,15725
464,2019-01-20 12:00:00,2.4725,16143
465,2019-01-20 13:00:00,3.0725,16661
466,2019-01-20 14:00:00,4.6225,17361
467,2019-01-20 15:00:00,7.4725,18250
468,2019-01-20 16:00:00,9.3725,18966
469,2019-01-20 17:00:00,4.0725,19452
470,2019-01-20 18:00:00,3.0225,19568
471,2019-01-20 19:00:00,1.6225001,19584
472,2019-01-20 20:00:00,-1.5775,19643
473,2019-01-20 21:00:00,-4.2275,19839
474,2019-01-20 22:00:00,-6.1775,20382
475,2019-01-20 23:00:00,-8.0775,21565
476,2019-01-21 00:00:00,-8.127501,21791
477,2019-01-21 01:00:00,-9.8275,21543
478,2019-01-21 02:00:00,-10.3275,21138
479,2019-01-21 03:00:00,-10.8775,20510
480,2019-01-21 04:00:00,-11.3275,19712
481,2019-01-21 05:00:00,-11.7275,18835
482,2019-01-21 06:00:00,-12.3275,18118
483,2019-01-21 07:00:00,-12.8275,17748
484,2019-01-21 08:00:00,-13.5275,17573
485,2019-01-21 09:00:00,-13.9275,17540
486,2019-01-21 10:00:00,-14.3775,17821
487,2019-01-21 11:00:00,-14.8775,18487
488,2019-01-21 12:00:00,-14.8275,19643
489,2019-01-21 13:00:00,-15.9775,20724
490,2019-01-21 14:00:00,-15.8775,21649
491,2019-01-21 15:00:00,-15.2775,22349
492,2019-01-21 16:00:00,-14.5775,22826
493,2019-01-21 17:00:00,-13.6775,23072
494,2019-01-21 18:00:00,-12.8775,23061
495,2019-01-21 19:00:00,-12.2275,22952
496,2019-01-21 20:00:00,-12.1775,22877
497,2019-01-21 21:00:00,-12.4775,22924
498,2019-01-21 22:00:00,-12.8275,23487
499,2019-01-21 23:00:00,-12.9775,24615
500,2019-01-22 00:00:00,-12.5775,24728
501,2019-01-22 01:00:00,-12.2275,24269
502,2019-01-22 02:00:00,-12.0775,23639
503,2019-01-22 03:00:00,-11.8775,22581
504,2019-01-22 04:00:00,-11.6775,21174
505,2019-01-22 05:00:00,-11.5275,19885
506,2019-01-22 06:00:00,-11.4275,19013
507,2019-01-22 07:00:00,-11.1275,18482
508,2019-01-22 08:00:00,-10.8775,18201
509,2019-01-22 09:00:00,-10.7775,18110
510,2019-01-22 10:00:00,-10.6775,18332
511,2019-01-22 11:00:00,-10.8275,19213
512,2019-01-22 12:00:00,-11.1275,20789
513,2019-01-22 13:00:00,-10.5275,21909
514,2019-01-22 14:00:00,-9.3275,22260
515,2019-01-22 15:00:00,-7.7275,22338
516,2019-01-22 16:00:00,-6.0775,22221
517,2019-01-22 17:00:00,-4.5775,21984
518,2019-01-22 18:00:00,-3.2775,21608
519,2019-01-22 19:00:00,-2.3775,21523
520,2019-01-22 20:00:00,-1.9275,21387
521,2019-01-22 21:00:00,-2.1275,21503
522,2019-01-22 22:00:00,-2.4275,22022
523,2019-01-22 23:00:00,-3.5774999,23114
524,2019-01-23 00:00:00,-2.8274999,23135
525,2019-01-23 01:00:00,-4.6275,22761
526,2019-01-23 02:00:00,-4.6275,22082
527,2019-01-23 03:00:00,-3.3274999,21005
528,2019-01-23 04:00:00,-3.1275,19574
529,2019-01-23 05:00:00,-3.1275,18303
530,2019-01-23 06:00:00,-3.0774999,17409
531,2019-01-23 07:00:00,-2.9275,16903
532,2019-01-23 08:00:00,-2.6275,16591
533,2019-01-23 09:00:00,-2.4275,16427
534,2019-01-23 10:00:00,-2.1775,16631
535,2019-01-23 11:00:00,-1.5274999,17499
536,2019-01-23 12:00:00,-1.8275,19103
537,2019-01-23 13:00:00,-1.5274999,20246
538,2019-01-23 14:00:00,-0.1275,20656
539,2019-01-23 15:00:00,0.92249995,20923
540,2019-01-23 16:00:00,2.0225,21067
541,2019-01-23 17:00:00,3.5725,21009
542,2019-01-23 18:00:00,4.8225,20834
543,2019-01-23 19:00:00,5.0225,20597
544,2019-01-23 20:00:00,5.5225,20430
545,2019-01-23 21:00:00,5.8725,20404
546,2019-01-23 22:00:00,5.8725,20778
547,2019-01-23 23:00:00,6.3725,21504
548,2019-01-24 00:00:00,3.4225001,21379
549,2019-01-24 01:00:00,5.2725,20925
550,2019-01-24 02:00:00,6.0725,20213
551,2019-01-24 03:00:00,7.3225,19199
552,2019-01-24 04:00:00,8.0225,17909
553,2019-01-24 05:00:00,8.7725,16571
554,2019-01-24 06:00:00,9.6725,15669
555,2019-01-24 07:00:00,9.5725,15113
556,2019-01-24 08:00:00,9.6225,14743
557,2019-01-24 09:00:00,9.6225,14658
558,2019-01-24 10:00:00,9.7725,14849
559,2019-01-24 11:00:00,10.5225,15715
560,2019-01-24 12:00:00,9.8225,17350
561,2019-01-24 13:00:00,11.0725,18675
562,2019-01-24 14:00:00,11.4725,19119
563,2019-01-24 15:00:00,12.0225,19478
564,2019-01-24 16:00:00,12.2725,19787
565,2019-01-24 17:00:00,12.2725,19894
566,2019-01-24 18:00:00,12.2725,19906
567,2019-01-24 19:00:00,12.0225,19915
568,2019-01-24 20:00:00,11.8225,19843
569,2019-01-24 21:00:00,6.8725,19859
570,2019-01-24 22:00:00,4.8725,20190
571,2019-01-24 23:00:00,3.3725,20804
572,2019-01-25 00:00:00,3.5225,20899
573,2019-01-25 01:00:00,2.2725,20538
574,2019-01-25 02:00:00,1.5225,19970
575,2019-01-25 03:00:00,1.1225001,19092
576,2019-01-25 04:00:00,-0.1275,17987
577,2019-01-25 05:00:00,-1.1775,16833
578,2019-01-25 06:00:00,-2.0275,16041
579,2019-01-25 07:00:00,-2.7275,15571
580,2019-01-25 08:00:00,-3.1275,15292
581,2019-01-25 09:00:00,-3.2775,15218
582,2019-01-25 10:00:00,-3.4275,15466
583,2019-01-25 11:00:00,-3.2775,16379
584,2019-01-25 12:00:00,-1.7774999,17984
585,2019-01-25 13:00:00,-0.82750005,19219
586,2019-01-25 14:00:00,0.5225,19627
587,2019-01-25 15:00:00,1.7725,19767
588,2019-01-25 16:00:00,2.2725,19683
589,2019-01-25 17:00:00,2.7225,19512
